lga_id,lga,govLvl,lgaType,govURL,govEmail,state_name,censusURL_2021,state,num_policies
LGA30450,Barcoo,lga,rural,https://www.barcoo.qld.gov.au/,shire@barcoo.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA30450,QLD,1
LGA70420,Barkly,lga,rural,https://www.barkly.nt.gov.au/,reception@barkly.nt.gov.au,Northern Territory,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA70420,NT,1
LGA20830,Baw Baw,lga,rural,https://www.bawbawshire.vic.gov.au/Home,bawbaw@bawbawshire.vic.gov.au,Victoria,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA20830,VIC,3
LGA10550,Bega Valley,lga,rural,https://begavalley.nsw.gov.au/,council@begavalley.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA10550,NSW,2
LGA10600,Bellingen,lga,rural,https://www.bellingen.nsw.gov.au/Home,council@bellingen.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA10600,NSW,2
LGA70540,Belyuen,lga,rural,https://www.belyuen.nt.gov.au/,dave.ferguson@belyuen.nt.gov.au,Northern Territory,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA70540,NT,1
LGA21010,Benalla,lga,rural,https://www.benalla.vic.gov.au/Home,council@benalla.vic.gov.au,Victoria,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA21010,VIC,4
LGA40520,Berri and Barmera,lga,rural,https://www.berribarmera.sa.gov.au/,bbc@bbc.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA40520,SA,1
LGA10650,Berrigan,lga,rural,https://www.berriganshire.nsw.gov.au/Home,mail@berriganshire.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA10650,NSW,1
LGA10800,Bland,lga,rural,https://www.blandshire.nsw.gov.au/Home,council@blandshire.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA10800,NSW,5
LGA10850,Blayney,lga,rural,https://www.blayney.nsw.gov.au/,council@blayney.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA10850,NSW,1
LGA10950,Bogan,lga,rural,https://www.bogan.nsw.gov.au/,admin@bogan.nsw.gov.au,New South Wales,https://abs.gov.au/census/find-census-data/quickstats/2021/LGA10950,NSW,1
LGA50770,Boyup Brook,lga,rural,https://www.boyupbrook.wa.gov.au/,shire@boyupbrook.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA50770,WA,1
LGA60210,Break O'Day,lga,rural,https://www.bodc.tas.gov.au/,admin@bodc.tas.gov.au,Tasmania,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA60210,TAS,1
LGA11200,Brewarrina,lga,rural,https://www.brewarrina.nsw.gov.au/,breshire@brewarrina.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA11200,NSW,1
LGA11250,Broken Hill,lga,rural,https://www.brokenhill.nsw.gov.au/Home,council@brokenhill.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA11250,NSW,2
LGA50910,Brookton,lga,rural,https://www.brookton.wa.gov.au/,mail@brookton.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA50910,WA,1
LGA50980,Broome,lga,rural,https://www.broome.wa.gov.au/Home,shire@broome.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA50980,WA,1
LGA51120,Bruce Rock,lga,rural,https://www.brucerock.wa.gov.au/,admin@brucerock.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA51120,WA,2
LGA21270,Buloke,lga,rural,https://www.buloke.vic.gov.au/,buloke@buloke.vic.gov.au,Victoria,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA21270,VIC,2
LGA31900,Burdekin,lga,rural,https://www.burdekin.qld.gov.au/,enquiries@burdekin.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA31900,QLD,2
LGA31950,Burke,lga,rural,https://www.burke.qld.gov.au/,office@burke.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA31950,QLD,2
LGA11400,Cabonne,lga,rural,https://www.cabonne.nsw.gov.au/Home,council@cabonne.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA11400,NSW,1
LGA51540,Carnarvon,lga,rural,https://www.carnarvon.wa.gov.au/,shire@carnarvon.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA51540,WA,1
LGA32250,Carpentaria,lga,rural,https://www.carpentaria.qld.gov.au/,council@carpentaria.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA32250,QLD,4
LGA32260,Cassowary Coast,lga,rural,https://www.cassowarycoast.qld.gov.au/,enquiries@ccrc.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA32260,QLD,3
LGA41010,Ceduna,lga,rural,https://www.ceduna.sa.gov.au/,council@ceduna.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA41010,SA,2
LGA11700,Central Darling,lga,rural,https://www.centraldarling.nsw.gov.au/Home,council@centraldarling.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA11700,NSW,1
LGA21670,Central Goldfields,lga,rural,https://www.centralgoldfields.vic.gov.au/Home,mail@cgoldshire.vic.gov.au,Victoria,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA21670,VIC,4
LGA51680,Chittering,lga,rural,https://www.chittering.wa.gov.au/,chatter@chittering.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA51680,WA,1
LGA41140,Clare and Gilbert Valleys,lga,rural,https://www.claregilbertvalleys.sa.gov.au/,admin@cgvc.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA41140,SA,3
LGA11730,Clarence Valley,lga,rural,https://www.clarence.nsw.gov.au/Home,council@clarence.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA11730,NSW,3
LGA41190,Cleve,lga,rural,https://www.cleve.sa.gov.au/,council@cleve.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA41190,SA,1
LGA32450,Cloncurry,lga,rural,https://www.cloncurry.qld.gov.au/,council@cloncurry.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA32450,QLD,1
LGA11750,Cobar,lga,rural,https://www.cobar.nsw.gov.au/,mail@cobar.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA11750,NSW,1
LGA21750,Colac Otway,lga,rural,https://www.colacotway.vic.gov.au/Home,inq@colacotway.vic.gov.au,Victoria,https://abs.gov.au/census/find-census-data/quickstats/2021/LGA21750,VIC,4
LGA41330,Coober Pedy,lga,rural,https://www.cooberpedy.sa.gov.au/,dccp@cpcouncil.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA41330,SA,1
LGA32500,Cook,lga,rural,https://www.cook.qld.gov.au/,mail@cook.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA32500,QLD,1
LGA47800,The Coorong,lga,rural,https://www.coorong.sa.gov.au/,council@coorong.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA47800,SA,1
LGA21830,Corangamite,lga,rural,https://www.corangamite.vic.gov.au/Home,shire@corangamite.vic.gov.au,Victoria,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA21830,VIC,3
LGA12350,Cowra,lga,rural,https://www.cowracouncil.com.au/Cowra-Council-Home,council@cowra.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA12350,NSW,1
LGA52240,Cranbrook,lga,rural,https://www.cranbrook.wa.gov.au/,http://admin@cranbrook.wa.gov.au/,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA52240,WA,1
LGA14170,Inner West,lga,rural,https://www.innerwest.nsw.gov.au/about/policies-plans-and-regulations/land-and-property/hazmat-reports/croydon,council@innerwest.nsw.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA14170,QLD,1
LGA52310,Cuballing,lga,rural,https://www.cuballing.wa.gov.au/,enquiries@cuballing.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA52310,WA,1
LGA52380,Cue,lga,rural,https://www.cue.wa.gov.au/about/council,shire@cue.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA52380,WA,1
LGA52520,Dalwallinu,lga,rural,https://www.dalwallinu.wa.gov.au/,shire@dalwallinu.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA52520,WA,1
LGA52590,Dandaragan,lga,rural,https://www.dandaragan.wa.gov.au/,council@dandaragan.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA52590,WA,1
LGA52730,Denmark,lga,rural,https://www.denmark.wa.gov.au/,enquiries@denmark.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA52730,WA,4
LGA61810,Dorset,lga,rural,https://www.dorset.tas.gov.au/,dorset@dorset.tas.gov.au,Tasmania,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA61810,TAS,2
LGA32810,Douglas,lga,rural,https://douglas.qld.gov.au/,enquiries@douglas.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA32810,QLD,1
LGA52940,Dowerin,lga,rural,https://www.dowerin.wa.gov.au/,dowshire@dowerin.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA52940,WA,1
LGA12390,Dubbo Regional,lga,rural,https://www.dubbo.nsw.gov.au/,council@dubbo.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA12390,NSW,5
LGA53010,Dumbleyung,lga,rural,https://www.dumbleyung.wa.gov.au/,enquiries@dumbleyung.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA53010,WA,1
LGA53080,Dundas,lga,rural,https://www.dundas.wa.gov.au/,shire@dundas.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA53080,WA,1
LGA12730,Edward River,lga,rural,https://www.edwardriver.nsw.gov.au/Home,council@edwardriver.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA12730,NSW,1
LGA53290,Esperance,lga,rural,https://www.esperance.wa.gov.au/,shire@esperance.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA53290,WA,3
LGA12750,Eurobodalla,lga,rural,https://www.esc.nsw.gov.au/,council@esc.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA12750,NSW,4
LGA53360,Exmouth,lga,rural,https://www.exmouth.wa.gov.au/,info@exmouth.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA53360,WA,1
LGA12870,Federation,lga,rural,https://www.federationcouncil.nsw.gov.au/Home,council@federationcouncil.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA12870,NSW,1
LGA12900,Forbes,lga,rural,https://www.forbes.nsw.gov.au/,forbes@forbes.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA12900,NSW,1
LGA41960,Franklin Harbour,lga,rural,https://www.franklinharbour.sa.gov.au/,council@franklinharbour.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA41960,SA,1
LGA22250,Gannawarra,lga,rural,https://www.gannawarra.vic.gov.au/Home,council@gsc.vic.gov.au,Victoria,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA22250,VIC,2
LGA53570,Gingin,lga,rural,https://www.gingin.wa.gov.au/,mail@gingin.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA53570,WA,2
LGA33360,Gladstone,lga,rural,https://www.gladstone.qld.gov.au/,info@gladstone.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA33360,QLD,3
LGA62410,Glamorgan/Spring Bay,lga,rural,https://gsbc.tas.gov.au/,admin@freycinet.tas.gov.au,Tasmania,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA62410,TAS,1
LGA53640,Gnowangerup,lga,rural,https://www.gnowangerup.wa.gov.au/,gnpshire@gnowangerup.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA53640,WA,1
LGA53710,Goomalling,lga,rural,https://www.goomalling.wa.gov.au/,goshire@goomalling.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA53710,WA,1
LGA33610,Goondiwindi,lga,rural,https://www.grc.qld.gov.au/,mail@grc.qld.gov.au,Queensland,https://abs.gov.au/census/find-census-data/quickstats/2021/LGA33610,QLD,1
LGA13310,Goulburn Mulwaree,lga,rural,https://www.goulburn.nsw.gov.au/Home,council@goulburn.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA13310,NSW,1
LGA42110,Goyder,lga,rural,https://www.goyder.sa.gov.au/,council@goyder.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA42110,SA,1
LGA42250,Grant,lga,rural,https://www.dcgrant.sa.gov.au/,info@dcgrant.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA42250,SA,1
LGA53800,Greater Geraldton,lga,rural,https://www.cgg.wa.gov.au/,council@cgg.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA53800,WA,3
LGA13450,Griffith,lga,rural,https://www.griffith.nsw.gov.au/,admin@griffith.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA13450,NSW,1
LGA13550,Gunnedah,lga,rural,https://www.gunnedah.nsw.gov.au/,council@infogunnedah.com.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA13550,NSW,1
LGA53920,Halls Creek,lga,rural,https://www.hallscreek.wa.gov.au/,hcshire@hcshire.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA53920,WA,1
LGA13850,Hay,lga,rural,https://www.hay.nsw.gov.au/,mail@hay.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA13850,NSW,1
LGA13910,Hilltops,lga,rural,https://www.hilltops.nsw.gov.au/,mail@hilltops.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA13910,NSW,1
LGA22980,Hindmarsh,lga,rural,https://www.hindmarsh.vic.gov.au/Home,info@hindmarsh.vic.gov.au,Victoria,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA22980,VIC,1
LGA33830,Hope Vale,lga,rural,https://www.hopevale.qld.gov.au/,info@hopevale.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA33830,QLD,1
LGA14220,Inverell,lga,rural,https://inverell.nsw.gov.au/,council@inverell.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA14220,NSW,1
LGA54060,Irwin,lga,rural,https://www.irwin.wa.gov.au/,reception@irwin.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA54060,WA,1
LGA54280,Kalgoorlie/Boulder,lga,rural,https://www.ckb.wa.gov.au/,mailbag@ckb.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA54280,WA,1
LGA42750,Kangaroo Island,lga,rural,https://www.kangarooisland.sa.gov.au/,kicouncil@kicouncil.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA42750,SA,1
LGA72200,Katherine,lga,rural,https://www.katherine.nt.gov.au/,records@ktc.nt.gov.au,Northern Territory,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA72200,NT,1
LGA54410,Kellerberrin,lga,rural,https://www.kellerberrin.wa.gov.au/,shire@kellerberrin.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA54410,WA,1
LGA14350,Kempsey,lga,rural,https://www.kempsey.nsw.gov.au/Home,ksc@kempsey.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA14350,NSW,1
LGA63210,Kentish,lga,rural,https://www.kentish.tas.gov.au/,council@kentish.tas.gov.au,Tasmania,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA63210,TAS,1
LGA43220,Kimba,lga,rural,https://www.kimba.sa.gov.au/,council@kimba.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA43220,SA,1
LGA54550,Kojonup,lga,rural,https://www.kojonup.wa.gov.au/,council@kojonup.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA54550,WA,1
LGA54620,Kondinin,lga,rural,https://www.kondinin.wa.gov.au/,cso@kondinin.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA54620,WA,1
LGA54690,Koorda,lga,rural,https://www.koorda.wa.gov.au/,shire@koorda.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA54690,WA,1
LGA14550,Kyogle,lga,rural,https://www.kyogle.nsw.gov.au/,council@kyogle.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA14550,NSW,1
LGA14600,Lachlan,lga,rural,https://www.lachlan.nsw.gov.au/Home,council@lachlan.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA14600,NSW,1
LGA54900,Lake Grace,lga,rural,https://www.lakegrace.wa.gov.au/,shire@lakegrace.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA54900,WA,1
LGA14750,Leeton,lga,rural,https://www.leeton.nsw.gov.au/Home,council@leeton.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA14750,NSW,1
LGA55040,Leonora,lga,rural,https://www.leonora.wa.gov.au/,admin@leonora.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA55040,WA,1
LGA43650,Light,lga,rural,https://www.light.sa.gov.au/,light@light.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA43650,SA,1
LGA34530,Livingstone,lga,rural,https://www.livingstone.qld.gov.au/,enquiries@livingstone.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA34530,QLD,2
LGA14950,Lockhart,lga,rural,https://lockhart.nsw.gov.au/,mail@lockhart.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA14950,NSW,1
LGA34710,Longreach,lga,rural,https://www.longreach.qld.gov.au/,assist@longreach.qld.gov.au,Queensland,https://abs.gov.au/census/find-census-data/quickstats/2021/LGA34710,QLD,1
LGA43710,Lower Eyre Peninsula,lga,rural,https://www.lowereyrepeninsula.sa.gov.au/,mail@dclep.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA43710,SA,1
LGA43790,Loxton Waikerie,lga,rural,https://www.loxtonwaikerie.sa.gov.au/,council@lwdc.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA43790,SA,2
LGA55180,Manjimup,lga,rural,https://www.manjimup.wa.gov.au/,info@manjimup.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA55180,WA,1
LGA34880,Mareeba,lga,rural,https://msc.qld.gov.au/,info@msc.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA34880,QLD,2
LGA44210,Mid Murray,lga,rural,https://www.mid-murray.sa.gov.au/,postbox@mid-murray.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA44210,SA,1
LGA24900,Moira,lga,rural,https://www.moira.vic.gov.au/Home,info@moira.vic.gov.au,Victoria,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA24900,VIC,2
LGA55600,Moora,lga,rural,https://www.moora.wa.gov.au/,shire@moora.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA55600,WA,1
LGA55670,Morawa,lga,rural,https://www.morawa.wa.gov.au/,admin@morawa.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA55670,WA,1
LGA35250,Mornington,lga,rural,https://www.mornington.qld.gov.au/,info@mornington.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA35250,QLD,1
LGA55810,Mount Magnet,lga,rural,https://www.mtmagnet.wa.gov.au/,shire@mtmagnet.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA55810,WA,1
LGA25490,Moyne,lga,rural,https://www.moyne.vic.gov.au/Home,moyne@moyne.vic.gov.au,Victoria,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA25490,VIC,2
LGA55950,Mukinbudin,lga,rural,https://www.mukinbudin.wa.gov.au/,admin@mukinbudin.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA55950,WA,1
LGA15520,Murray River,lga,rural,https://www.murrayriver.nsw.gov.au/Home,admin@murrayriver.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA15520,NSW,1
LGA25620,Murrindindi,lga,rural,https://www.murrindindi.vic.gov.au/Home,customer@murrindindi.vic.gov.au,Victoria,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA25620,VIC,2
LGA15650,Muswellbrook,lga,rural,https://www.muswellbrook.nsw.gov.au/,council@muswellbrook.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA15650,NSW,1
LGA15700,Nambucca,lga,rural,https://www.nambucca.nsw.gov.au/Home,council@nambucca.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA15700,NSW,1
LGA35670,Napranum,lga,rural,http://www.napranum.qld.gov.au/,reception@napranum.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA35670,QLD,1
LGA45090,Naracoorte and Lucindale,lga,rural,https://www.naracoortelucindale.sa.gov.au/,council@nlc.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA45090,SA,1
LGA15750,Narrabri,lga,rural,https://www.narrabri.nsw.gov.au/Home,council@narrabri.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA15750,NSW,1
LGA56460,Narrogin,lga,rural,https://www.narrogin.wa.gov.au/,enquiries@narrogin.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA56460,WA,1
LGA15850,Narromine,lga,rural,https://www.narromine.nsw.gov.au/,mail@narromine.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA15850,NSW,1
LGA56620,Ngaanyatjarraku,lga,rural,https://www.ngaanyatjarraku.wa.gov.au/,mail@ngaanyatjarraku.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA56620,WA,1
LGA56790,Northampton,lga,rural,https://www.northampton.wa.gov.au/,council@northampton.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA56790,WA,1
LGA45120,Northern Areas,lga,rural,https://www.nacouncil.sa.gov.au/,admin@nacouncil.sa.gov.au,South Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA45120,SA,1
LGA25810,Northern Grampians,lga,rural,https://www.ngshire.vic.gov.au/Home,ngshire@ngshire.vic.gov.au,Victoria,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA25810,VIC,1
LGA64610,Northern Midlands,lga,rural,https://northernmidlands.tas.gov.au/,council@nmc.tas.gov.au,Tasmania,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA64610,TAS,2
LGA56860,Nungarin,lga,rural,https://www.nungarin.wa.gov.au/,cso1@nungarin.wa.gov.au,Western Australia,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA56860,WA,1
LGA16100,Oberon,lga,rural,https://www.oberon.nsw.gov.au/Home,council@oberon.nsw.gov.au,New South Wales,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA16100,NSW,1
LGA35790,Palm Island,lga,rural,https://www.palmcouncil.qld.gov.au/,reception@palmcouncil.qld.gov.au,Queensland,https://www.abs.gov.au/census/find-census-data/quickstats/2021/LGA35790,QLD,1
